ID da Transacao,Item,Quantidade,Valor Unitario,Total do Pedido,Forma de Pagamento,Local,Data da Transacao
TXN_1463795,PastelDoce,5,12.0,60.0,Credito,,2023-08-04
TXN_7454894,Hamburguer,,1.5,1.5,Dinheiro,Viagem,2023-07-25
TXN_5930304,DogSimples,2,12.0,24.0,Pix,,2023-11-02
TXN_4249989,PastelDoce,4,12.0,48.0,Pix,,2023-01-22
TXN_2957017,DogSimples,,12.0,60.0,Dinheiro,NoLocal,2023-06-13
TXN_2733833,PastelSalgado,,13.5,54.0,,NoLocal,2023-09-09
TXN_6585794,Refrigerante,5,8.0,40.0,Credito,NoLocal,2023-02-15
TXN_5721846,Batata,3,10.0,30.0,Dinheiro,Viagem,2023-04-14
TXN_6487493,DogCompleto,3,15.0,45.0,Dinheiro,NoLocal,2023-03-13
TXN_4476636,PastelDoce,3,,36.0,Credito,NoLocal,UNKNOWN
TXN_1197495,Suco,5,UNKNOWN,UNKNOWN,UNKNOWN,Viagem,ERROR
TXN_9395087,Hamburguer,1,1.5,1.5,Dinheiro,NoLocal,2023-06-12
TXN_4477559,Suco,5,9.0,45.0,Credito,,2023-10-02
TXN_5542033,DogSimples,3,12.0,36.0,Pix,UNKNOWN,2023-06-26
TXN_8850984,DogSimples,3,,36.0,Dinheiro,Viagem,2023-05-27
TXN_1710823,DogCompleto,2,15.0,30.0,Credito,,2023-01-27
TXN_6575440,Hamburguer,1,1.5,1.5,Dinheiro,,2023-02-05
TXN_5225537,Hamburguer,5,1.5,7.5,Pix,,2023-11-04
TXN_1583315,Batata,3,10.0,30.0,,Viagem,2023-10-17
TXN_8130122,DogSimples,2,ERROR,UNKNOWN,,NoLocal,2023-10-23
TXN_3587444,Suco,2,ERROR,ERROR,Credito,,2023-02-03
TXN_7053280,UNKNOWN,,10.0,50.0,,NoLocal,2023-05-28
TXN_9407000,DogSimples,4,12.0,48.0,,Viagem,2023-10-03
TXN_3017917,Batata,3,,30.0,Credito,Viagem,2023-08-31
TXN_8090925,ERROR,3,5.0,15.0,Pix,NoLocal,2023-07-11
TXN_7738013,DogCompleto,5,15.0,75.0,Credito,Viagem,2023-11-28
TXN_8542781,PastelSalgado,2,13.5,27.0,,UNKNOWN,2023-05-18
TXN_6617283,Hamburguer,4,1.5,6.0,Pix,,2023-06-09
TXN_1461221,DogCompleto,2,15.0,30.0,Dinheiro,NoLocal,2023-04-30
TXN_2056358,PastelDoce,3,12.0,36.0,Dinheiro,NoLocal,2023-09-17
TXN_1858674,Refrigerante,2,8.0,16.0,,NoLocal,2023-04-09
TXN_2251009,Batata,5,10.0,50.0,,,2023-04-02
TXN_5616473,DogSimples,4,12.0,48.0,Dinheiro,ERROR,2023-07-28
TXN_7022398,DogSimples,4,12.0,48.0,,,2023-12-23
TXN_2615514,Batata,5,,50.0,Pix,UNKNOWN,
TXN_7379939,,1,1.0,1.0,Dinheiro,UNKNOWN,2023-04-21
TXN_7331525,PastelSalgado,2,13.5,27.0,,,ERROR
TXN_1004184,Refrigerante,1,8.0,8.0,Credito,NoLocal,2023-05-18
TXN_4141868,Hamburguer,3,1.5,4.5,Credito,,2023-02-08
TXN_9871971,Refrigerante,3,8.0,24.0,,Viagem,2023-10-06
TXN_4168771,PastelDoce,5,12.0,60.0,Pix,,2023-08-02
TXN_6328925,DogCompleto,4,15.0,60.0,Credito,,2023-09-05
TXN_1226662,DogCompleto,1,ERROR,UNKNOWN,,NoLocal,2023-06-17
TXN_7562171,Hamburguer,1,1.5,1.5,,NoLocal,2023-09-02
TXN_6843677,,ERROR,2.0,8.0,,Viagem,2023-09-09
TXN_2980632,Batata,3,10.0,30.0,Credito,Viagem,2023-01-14
TXN_2609762,PastelDoce,5,12.0,60.0,,Viagem,2023-07-26
TXN_7253734,DogSimples,UNKNOWN,12.0,60.0,Pix,,2023-09-28
TXN_6679600,PastelDoce,1,12.0,12.0,Pix,,2023-03-15
TXN_8722854,Suco,1,9.0,9.0,Credito,Viagem,UNKNOWN
TXN_8279992,Suco,5,9.0,45.0,ERROR,,2023-07-03
TXN_5722123,PastelSalgado,4,13.5,54.0,Pix,Viagem,2023-11-23
TXN_3446174,PastelSalgado,5,13.5,67.5,Dinheiro,,2023-10-31
TXN_3518261,DogSimples,2,12.0,24.0,Pix,,2023-08-05
TXN_5927925,Suco,4,9.0,36.0,Pix,NoLocal,2023-11-02
TXN_5101593,PastelSalgado,5,13.5,67.5,Credito,Viagem,2023-01-25
TXN_1578981,PastelSalgado,1,13.5,13.5,Dinheiro,NoLocal,2023-05-15
TXN_7876388,Batata,4,10.0,40.0,Dinheiro,NoLocal,2023-10-05
TXN_5939363,Hamburguer,5,ERROR,UNKNOWN,Credito,NoLocal,2023-02-14
TXN_1636908,PastelSalgado,4,13.5,54.0,Pix,,2023-10-17
TXN_5221688,PastelDoce,2,12.0,24.0,Dinheiro,,2023-07-03
TXN_1196923,Refrigerante,2,8.0,16.0,ERROR,,2023-04-27
TXN_8944698,PastelDoce,3,12.0,36.0,Credito,,2023-09-15
TXN_8167275,DogCompleto,5,15.0,75.0,,,UNKNOWN
TXN_2167159,PastelSalgado,,13.5,27.0,Dinheiro,UNKNOWN,2023-04-06
TXN_7811387,Batata,5,10.0,50.0,Credito,Viagem,2023-11-30
TXN_1884923,PastelDoce,4,12.0,48.0,Pix,Viagem,2023-05-11
TXN_8215595,Hamburguer,2,1.5,3.0,Dinheiro,,2023-11-23
TXN_7618171,PastelSalgado,5,13.5,67.5,Dinheiro,,
TXN_9857674,Hamburguer,5,1.5,7.5,,Viagem,2023-06-12
TXN_7389626,Hamburguer,2,1.5,3.0,,UNKNOWN,ERROR
TXN_6035512,PastelSalgado,5,13.5,67.5,Dinheiro,Viagem,2023-02-19
TXN_1398769,Refrigerante,1,8.0,8.0,Dinheiro,NoLocal,2023-06-02
TXN_6874354,DogSimples,4,12.0,48.0,Credito,,2023-03-23
TXN_9690711,Batata,2,10.0,20.0,Credito,NoLocal,2023-09-13
TXN_5620636,Hamburguer,4,,6.0,,NoLocal,2023-06-12
TXN_7234224,PastelSalgado,3,13.5,40.5,,,2023-10-31
TXN_3844347,DogSimples,4,,48.0,Dinheiro,,2023-10-04
TXN_4507533,PastelSalgado,1,13.5,13.5,Pix,,2023-08-31
TXN_7636238,DogSimples,4,12.0,48.0,Credito,,2023-03-27
TXN_8913153,Refrigerante,2,8.0,16.0,Credito,,2023-09-02
TXN_7595206,DogSimples,5,12.0,60.0,Credito,NoLocal,2023-12-02
TXN_8424592,Refrigerante,4,8.0,32.0,Credito,Viagem,2023-11-09
TXN_1769882,ERROR,3,12.0,,,Viagem,2023-03-17
TXN_2000406,PastelSalgado,2,13.5,27.0,Credito,UNKNOWN,2023-06-06
TXN_3105786,Refrigerante,3,8.0,24.0,,NoLocal,2023-10-04
TXN_7820220,PastelSalgado,3,13.5,40.5,Credito,NoLocal,2023-03-16
TXN_5880883,DogSimples,5,12.0,60.0,Pix,NoLocal,2023-02-02
TXN_4447856,Refrigerante,2,8.0,16.0,Dinheiro,Viagem,2023-09-11
TXN_6613909,PastelSalgado,4,13.5,54.0,Credito,NoLocal,2023-06-30
TXN_5331924,DogSimples,2,ERROR,ERROR,Dinheiro,Viagem,2023-06-30
TXN_9090433,Batata,2,10.0,,Dinheiro,ERROR,2023-07-12
TXN_9393467,ERROR,5,9.0,45.0,Dinheiro,UNKNOWN,2023-09-25
TXN_9811033,Batata,3,10.0,,Dinheiro,Viagem,2023-11-30
TXN_5452419,PastelDoce,4,,48.0,Dinheiro,NoLocal,2023-01-25
TXN_5384343,Suco,1,UNKNOWN,UNKNOWN,Credito,,2023-03-29
TXN_6580743,PastelDoce,1,12.0,12.0,Pix,Viagem,2023-12-18
TXN_8361821,Hamburguer,5,1.5,7.5,Dinheiro,NoLocal,2023-06-30
TXN_2103626,Suco,3,9.0,27.0,Dinheiro,NoLocal,2023-04-23
TXN_1891141,Suco,4,9.0,36.0,Pix,NoLocal,2023-10-25
TXN_1252575,Hamburguer,1,1.5,1.5,Pix,Viagem,2023-10-16
TXN_5354721,,5,3.0,15.0,UNKNOWN,Viagem,2023-09-07
TXN_6723498,DogCompleto,3,15.0,45.0,,Viagem,2023-01-28
TXN_1852224,Hamburguer,4,,6.0,Dinheiro,Viagem,2023-01-06
TXN_5247378,DogSimples,2,12.0,24.0,Pix,Viagem,2023-06-16
TXN_8786479,PastelDoce,4,12.0,48.0,,,2023-05-29
TXN_5108439,DogCompleto,2,15.0,30.0,,NoLocal,2023-05-06
TXN_4993989,Refrigerante,2,8.0,16.0,,,2023-11-15
TXN_8004510,PastelSalgado,ERROR,13.5,40.5,Dinheiro,Viagem,2023-12-29
TXN_8541473,PastelDoce,3,12.0,36.0,ERROR,ERROR,2023-08-02
TXN_8917822,PastelSalgado,2,13.5,27.0,Pix,,2023-12-12
TXN_8108731,Suco,5,9.0,45.0,,,2023-08-13
TXN_4570750,UNKNOWN,1,8.0,,Dinheiro,Viagem,2023-05-18
TXN_1190151,Suco,5,9.0,45.0,Pix,,2023-08-14
TXN_8304002,Suco,1,9.0,9.0,Credito,Viagem,2023-05-02
TXN_4341764,PastelDoce,2,12.0,24.0,Dinheiro,,2023-12-02
TXN_1751183,,5,4.0,20.0,Credito,,2023-12-25
TXN_2112333,Batata,2,10.0,20.0,Credito,NoLocal,UNKNOWN
TXN_1046384,Refrigerante,1,8.0,8.0,Dinheiro,UNKNOWN,2023-06-09
TXN_1736630,ERROR,5,7.5,37.5,Credito,,2023-07-16
TXN_8287437,Hamburguer,2,1.5,3.0,,,2023-03-16
TXN_4153132,DogCompleto,3,15.0,,Pix,,2023-03-21
TXN_3243410,Hamburguer,2,,3.0,,,2023-10-30
TXN_3061634,PastelDoce,1,12.0,12.0,Pix,,2023-03-17
TXN_7433308,DogCompleto,4,15.0,60.0,Dinheiro,Viagem,2023-02-14
TXN_6991736,Suco,2,9.0,18.0,Pix,NoLocal,2023-11-07
TXN_7334272,DogSimples,2,12.0,24.0,Credito,Viagem,2023-07-07
TXN_8120577,,3,3.0,9.0,Dinheiro,NoLocal,2023-09-08
TXN_9072093,Batata,1,10.0,10.0,,,2023-03-06
TXN_4705417,DogCompleto,5,15.0,75.0,Credito,Viagem,2023-12-14
TXN_8145970,Suco,5,9.0,45.0,Pix,Viagem,2023-10-26
TXN_1910553,Refrigerante,5,8.0,40.0,Dinheiro,,2023-10-01
TXN_9115899,PastelSalgado,2,,27.0,Credito,NoLocal,2023-02-23
TXN_2785563,Suco,5,9.0,45.0,Dinheiro,Viagem,ERROR
TXN_6020552,DogSimples,2,12.0,24.0,Dinheiro,Viagem,2023-01-14
TXN_7970906,PastelDoce,UNKNOWN,12.0,48.0,ERROR,NoLocal,2023-03-07
TXN_5317458,DogCompleto,2,15.0,30.0,Credito,,2023-01-22
TXN_6913384,Hamburguer,3,1.5,4.5,Credito,Viagem,2023-09-18
TXN_1910487,DogSimples,3,,36.0,Pix,NoLocal,2023-08-14
TXN_6142549,Suco,3,9.0,27.0,Pix,ERROR,2023-03-12
TXN_7266318,DogSimples,1,12.0,,,NoLocal,2023-01-16
TXN_4390911,DogCompleto,2,15.0,30.0,Pix,,2023-12-19
TXN_1445532,PastelDoce,3,12.0,36.0,Dinheiro,Viagem,2023-03-03
TXN_8841996,DogSimples,2,12.0,24.0,,,2023-12-09
TXN_9814511,ERROR,1,15.0,15.0,Credito,,2023-01-05
TXN_2563505,DogSimples,1,12.0,12.0,Dinheiro,Viagem,2023-10-27
TXN_5183674,PastelDoce,2,12.0,24.0,Pix,,2023-04-13
TXN_6748199,DogCompleto,2,15.0,30.0,Dinheiro,,2023-07-23
TXN_3463281,PastelSalgado,5,,67.5,,Viagem,2023-10-06
TXN_5795475,Hamburguer,3,1.5,4.5,Pix,NoLocal,2023-09-21
TXN_2322399,DogCompleto,4,15.0,60.0,,Viagem,2023-04-15
TXN_5865534,Refrigerante,4,8.0,32.0,Pix,ERROR,2023-10-16
TXN_7060144,PastelSalgado,5,13.5,67.5,Credito,,
TXN_5159669,Hamburguer,4,1.5,6.0,Credito,,2023-09-30
TXN_4268051,Batata,1,10.0,,Pix,NoLocal,2023-05-05
TXN_8120958,Batata,5,UNKNOWN,ERROR,Credito,,2023-06-21
TXN_6126149,Hamburguer,2,1.5,3.0,,,
TXN_5530097,Suco,2,9.0,18.0,Credito,Viagem,2023-12-19
TXN_7805241,DogCompleto,4,15.0,60.0,ERROR,,2023-04-16
TXN_2427834,Hamburguer,4,1.5,6.0,ERROR,NoLocal,2023-06-15
TXN_6949949,DogCompleto,3,15.0,45.0,,,2023-05-14
TXN_9094261,Suco,2,9.0,18.0,Pix,Viagem,2023-05-15
TXN_5661323,Batata,2,10.0,20.0,Credito,Viagem,2023-05-06
TXN_2356583,Refrigerante,4,,32.0,Pix,NoLocal,2023-11-30
TXN_4248711,Refrigerante,1,8.0,8.0,Dinheiro,,2023-08-01
TXN_6270766,Batata,1,10.0,10.0,,NoLocal,2023-11-10
TXN_9697154,Hamburguer,3,1.5,4.5,Credito,NoLocal,2023-10-08
TXN_6381860,PastelDoce,1,12.0,12.0,Pix,NoLocal,2023-08-21
TXN_6028331,PastelSalgado,4,13.5,54.0,Dinheiro,,2023-10-22
TXN_8830924,Hamburguer,2,1.5,3.0,Credito,,2023-10-25
TXN_3866156,PastelDoce,4,12.0,48.0,,Viagem,2023-02-28
TXN_6872833,PastelDoce,UNKNOWN,12.0,12.0,,,2023-11-02
TXN_6405210,PastelDoce,4,12.0,48.0,Dinheiro,UNKNOWN,2023-08-11
TXN_4740952,Hamburguer,4,1.5,6.0,,Viagem,2023-02-21
TXN_6321174,Hamburguer,4,1.5,6.0,Pix,,2023-12-09
TXN_5613875,Hamburguer,5,1.5,7.5,,NoLocal,UNKNOWN
TXN_6052901,Refrigerante,5,8.0,40.0,Credito,Viagem,2023-08-16
TXN_1253619,Suco,5,9.0,45.0,,,2023-05-25
TXN_5537517,Refrigerante,3,8.0,24.0,Pix,Viagem,2023-10-27
TXN_5496019,Batata,5,10.0,50.0,Dinheiro,NoLocal,2023-11-26
TXN_4579666,Refrigerante,2,8.0,16.0,,,2023-10-23
TXN_6359281,PastelDoce,2,12.0,24.0,Credito,UNKNOWN,2023-09-16
TXN_3620122,DogSimples,1,12.0,12.0,Dinheiro,NoLocal,2023-05-06
TXN_8367716,Hamburguer,2,1.5,3.0,Credito,Viagem,2023-02-03
TXN_6779763,Batata,1,10.0,,Credito,UNKNOWN,2023-04-25
TXN_1985142,Refrigerante,3,8.0,24.0,Pix,,UNKNOWN
TXN_8385321,Refrigerante,2,8.0,16.0,Credito,Viagem,2023-02-08
TXN_5345258,DogCompleto,2,15.0,30.0,Credito,Viagem,2023-03-13
TXN_8932759,Refrigerante,3,8.0,24.0,Credito,Viagem,2023-09-01
TXN_6958638,Hamburguer,,1.5,1.5,Pix,Viagem,2023-11-27
TXN_3898665,DogSimples,2,12.0,24.0,Dinheiro,Viagem,2023-03-07
TXN_4996304,PastelDoce,2,UNKNOWN,ERROR,Credito,,2023-08-17
TXN_9566593,PastelSalgado,2,13.5,27.0,Pix,,2023-09-30
TXN_4808700,Batata,4,10.0,40.0,Dinheiro,Viagem,2023-01-13
TXN_5776252,Hamburguer,4,1.5,6.0,Dinheiro,Viagem,2023-08-11
TXN_5673476,Refrigerante,4,8.0,32.0,Dinheiro,Viagem,2023-02-09
TXN_6363733,Hamburguer,1,1.5,1.5,ERROR,Viagem,2023-10-25
TXN_5297995,Hamburguer,5,1.5,7.5,,NoLocal,2023-07-04
TXN_8049635,DogCompleto,3,15.0,45.0,Dinheiro,,2023-11-16
TXN_2881529,,1,3.0,3.0,,NoLocal,2023-07-04
TXN_3459927,Batata,ERROR,10.0,50.0,Pix,NoLocal,2023-07-20
TXN_6478968,DogCompleto,2,ERROR,ERROR,,,2023-09-12
TXN_4135861,DogCompleto,2,15.0,30.0,Credito,,2023-03-16
TXN_2031545,Suco,2,9.0,18.0,Pix,NoLocal,2023-05-02
TXN_4676976,Refrigerante,3,8.0,24.0,Pix,NoLocal,2023-05-26
TXN_7421018,DogSimples,4,12.0,48.0,Pix,,2023-08-26
TXN_8239121,Refrigerante,UNKNOWN,8.0,8.0,,NoLocal,2023-05-11
TXN_1435192,PastelSalgado,2,13.5,27.0,,,2023-06-18
TXN_5364052,DogSimples,2,12.0,24.0,Credito,,2023-02-05
TXN_8345649,Batata,5,10.0,50.0,Dinheiro,,2023-08-23
TXN_8560548,DogSimples,1,12.0,12.0,Credito,Viagem,2023-09-02
TXN_2345332,Hamburguer,3,1.5,4.5,,NoLocal,2023-07-05
TXN_9389434,PastelSalgado,5,13.5,67.5,,NoLocal,2023-06-16
TXN_1240476,Suco,2,9.0,18.0,Pix,Viagem,2023-04-20
TXN_8345092,Refrigerante,1,8.0,8.0,Credito,ERROR,2023-07-24
TXN_5849947,DogSimples,5,12.0,60.0,Dinheiro,ERROR,2023-02-02
TXN_8227648,ERROR,,9.0,27.0,,Viagem,2023-05-31
TXN_7800602,Hamburguer,1,1.5,1.5,Dinheiro,,2023-04-30
TXN_5926836,PastelSalgado,5,13.5,67.5,,NoLocal,2023-08-07
TXN_4397994,Batata,5,10.0,50.0,,Viagem,2023-09-26
TXN_1585827,PastelSalgado,3,13.5,40.5,Credito,NoLocal,2023-09-30
TXN_3384640,DogCompleto,4,15.0,60.0,,Viagem,2023-10-17
TXN_1990029,Hamburguer,4,1.5,6.0,Credito,NoLocal,2023-11-18
TXN_5796131,Refrigerante,3,8.0,24.0,Pix,Viagem,2023-09-30
TXN_5166412,UNKNOWN,4,6.0,24.0,UNKNOWN,Viagem,2023-06-17
TXN_7804740,Refrigerante,2,8.0,16.0,Pix,,2023-10-19
TXN_9082461,PastelSalgado,5,,67.5,Pix,NoLocal,2023-05-30
TXN_6665881,Suco,2,9.0,18.0,Credito,,2023-07-04
TXN_4046039,Suco,5,9.0,45.0,,NoLocal,2023-04-20
TXN_8447640,DogSimples,UNKNOWN,12.0,60.0,Dinheiro,NoLocal,2023-06-12
TXN_3042768,Batata,3,ERROR,ERROR,Pix,Viagem,2023-09-07
TXN_4664329,Hamburguer,2,1.5,3.0,Credito,Viagem,2023-01-06
TXN_7442492,DogCompleto,5,15.0,75.0,Credito,Viagem,2023-07-23
TXN_8664335,DogSimples,5,12.0,60.0,Pix,Viagem,2023-06-12
TXN_7379007,PastelSalgado,2,13.5,27.0,,Viagem,
TXN_1434857,PastelSalgado,5,13.5,67.5,ERROR,NoLocal,2023-01-13
TXN_1700374,DogSimples,5,12.0,60.0,,NoLocal,2023-08-11
TXN_8383484,ERROR,2,15.0,30.0,,,2023-12-20
TXN_1261028,Suco,3,9.0,27.0,ERROR,NoLocal,2023-10-27
TXN_1478016,,4,ERROR,UNKNOWN,,NoLocal,2023-08-04
TXN_5321145,DogSimples,5,12.0,60.0,Pix,Viagem,2023-08-29
TXN_3884995,Suco,5,9.0,45.0,Dinheiro,NoLocal,2023-12-25
TXN_4178488,DogSimples,3,12.0,36.0,Dinheiro,NoLocal,2023-05-08
TXN_4826214,UNKNOWN,3,12.0,36.0,Pix,Viagem,2023-11-23
TXN_2579157,DogSimples,1,12.0,12.0,UNKNOWN,,2023-09-27
TXN_3597806,Batata,3,10.0,30.0,Credito,UNKNOWN,2023-12-11
TXN_7897119,Suco,4,9.0,,ERROR,NoLocal,2023-05-27
TXN_2245037,PastelDoce,2,ERROR,UNKNOWN,,,2023-10-18
TXN_4833378,PastelSalgado,5,13.5,67.5,Pix,,2023-10-15
TXN_7055306,DogCompleto,1,15.0,15.0,,Viagem,2023-03-09
TXN_9135433,Batata,4,ERROR,ERROR,,NoLocal,2023-12-18
TXN_1715684,Refrigerante,1,8.0,8.0,UNKNOWN,NoLocal,2023-07-13
TXN_9073440,DogSimples,2,12.0,24.0,Credito,Viagem,2023-08-28
TXN_4089355,DogCompleto,2,15.0,30.0,Credito,Viagem,2023-02-18
TXN_3834078,Suco,1,UNKNOWN,UNKNOWN,,NoLocal,2023-01-29
TXN_5048650,Refrigerante,2,8.0,,Dinheiro,Viagem,2023-11-18
TXN_1882700,Hamburguer,3,1.5,4.5,Pix,NoLocal,2023-04-18
TXN_2112911,DogCompleto,3,15.0,45.0,Pix,Viagem,2023-09-18
TXN_7568316,PastelSalgado,2,13.5,27.0,Credito,,2023-11-28
TXN_3642982,PastelDoce,5,12.0,60.0,Dinheiro,UNKNOWN,2023-10-04
TXN_4475094,DogSimples,3,12.0,36.0,ERROR,ERROR,2023-08-12
TXN_6768812,PastelDoce,4,12.0,48.0,ERROR,,2023-03-30
TXN_1419669,PastelSalgado,5,13.5,67.5,Dinheiro,Viagem,2023-03-07
TXN_9810604,PastelSalgado,2,13.5,27.0,ERROR,Viagem,2023-04-02
TXN_4791243,Batata,5,10.0,50.0,,Viagem,2023-05-12
TXN_5665311,UNKNOWN,2,6.0,12.0,Credito,NoLocal,2023-05-17
TXN_7920897,DogCompleto,2,15.0,30.0,,NoLocal,2023-07-29
TXN_7515272,UNKNOWN,1,9.0,9.0,,,2023-08-12
TXN_5453836,Refrigerante,2,8.0,16.0,Credito,NoLocal,2023-05-29
TXN_5578796,Hamburguer,4,1.5,6.0,,NoLocal,2023-04-27
TXN_8620592,Refrigerante,2,8.0,16.0,,NoLocal,2023-07-14
TXN_7402846,Suco,UNKNOWN,9.0,18.0,Credito,Viagem,2023-10-11
TXN_9487214,PastelDoce,5,12.0,60.0,UNKNOWN,,2023-03-25
TXN_2274702,Batata,5,10.0,50.0,Credito,NoLocal,2023-12-11
TXN_2701016,PastelSalgado,5,13.5,67.5,Pix,,2023-03-06
TXN_8809853,PastelDoce,1,12.0,12.0,Pix,Viagem,2023-10-29
TXN_7683607,PastelSalgado,1,13.5,13.5,Dinheiro,,2023-03-17
TXN_2402928,PastelDoce,4,12.0,48.0,Dinheiro,,2023-10-20
TXN_6516391,PastelSalgado,2,13.5,27.0,Pix,,2023-06-16
TXN_9685326,Refrigerante,3,8.0,24.0,Pix,Viagem,2023-04-07
TXN_6181456,ERROR,1,3.0,,,Viagem,2023-05-08
TXN_9858627,Suco,4,9.0,36.0,UNKNOWN,,2023-01-22
TXN_9923613,DogSimples,4,12.0,48.0,,NoLocal,2023-11-08
TXN_7656770,PastelDoce,1,12.0,12.0,Credito,,2023-12-24
TXN_4092551,Suco,5,9.0,45.0,Credito,Viagem,2023-10-11
TXN_9894204,UNKNOWN,2,10.0,20.0,Dinheiro,Viagem,2023-08-08
TXN_7241288,DogSimples,5,12.0,60.0,Dinheiro,Viagem,2023-04-11
TXN_9833195,PastelDoce,2,12.0,24.0,,Viagem,2023-03-03
TXN_9153854,DogSimples,2,UNKNOWN,ERROR,,NoLocal,2023-04-04
TXN_1436851,DogSimples,5,12.0,60.0,Dinheiro,Viagem,2023-07-28
TXN_8598575,DogSimples,4,12.0,48.0,Pix,,2023-11-14
TXN_1417871,DogCompleto,3,15.0,45.0,Dinheiro,Viagem,2023-03-12
TXN_7844352,ERROR,2,,30.0,Credito,,2023-07-26
TXN_2339781,Refrigerante,2,8.0,16.0,,NoLocal,2023-01-02
TXN_6674257,DogSimples,3,12.0,36.0,Dinheiro,Viagem,2023-07-20
TXN_2649010,Hamburguer,UNKNOWN,1.5,6.0,Dinheiro,Viagem,2023-08-01
TXN_1339158,DogCompleto,4,15.0,60.0,Dinheiro,,UNKNOWN
TXN_7948933,DogSimples,3,12.0,36.0,Dinheiro,,ERROR
TXN_4965631,Refrigerante,3,8.0,24.0,Credito,ERROR,2023-01-27
TXN_9254064,PastelDoce,2,12.0,24.0,Dinheiro,Viagem,2023-12-10
TXN_4554168,Hamburguer,4,1.5,6.0,Pix,NoLocal,2023-04-08
TXN_6536418,DogCompleto,5,15.0,75.0,Credito,NoLocal,2023-02-11
TXN_9024186,Suco,2,,18.0,Dinheiro,Viagem,2023-12-17
TXN_4580084,DogSimples,5,12.0,,Credito,Viagem,2023-12-17
TXN_3996874,Hamburguer,4,1.5,6.0,Pix,,2023-05-18
TXN_7106595,ERROR,ERROR,4.5,9.0,Credito,Viagem,2023-06-19
TXN_5439860,Hamburguer,1,1.5,1.5,Pix,NoLocal,2023-04-18
TXN_3216618,DogCompleto,4,15.0,60.0,Credito,NoLocal,2023-12-30
TXN_8360779,Batata,4,10.0,40.0,Credito,NoLocal,2023-10-25
TXN_3700419,Batata,4,10.0,40.0,ERROR,,2023-01-09
TXN_6369590,DogCompleto,5,15.0,75.0,Pix,Viagem,2023-10-26
TXN_5039782,Hamburguer,3,1.5,4.5,Credito,Viagem,2023-06-21
TXN_7047860,PastelDoce,2,,24.0,,Viagem,2023-06-18
TXN_2985748,PastelDoce,3,12.0,36.0,,Viagem,2023-12-19
TXN_8616557,DogSimples,5,12.0,60.0,,NoLocal,2023-08-28
TXN_3171673,Refrigerante,2,8.0,16.0,Pix,Viagem,2023-12-07
TXN_4827637,Refrigerante,4,8.0,32.0,Dinheiro,NoLocal,2023-04-28
TXN_1170198,Hamburguer,4,1.5,6.0,Credito,NoLocal,2023-02-09
TXN_8166527,DogCompleto,2,15.0,30.0,Dinheiro,NoLocal,2023-05-24
TXN_3097593,Refrigerante,2,8.0,16.0,Credito,NoLocal,2023-06-18
TXN_2981117,UNKNOWN,1,9.0,9.0,UNKNOWN,NoLocal,2023-10-02
TXN_3431526,Batata,3,10.0,30.0,Credito,Viagem,2023-12-27
TXN_1817076,ERROR,3,18.0,,Dinheiro,NoLocal,2023-05-31
TXN_1489218,DogCompleto,2,15.0,30.0,Pix,,2023-09-13
TXN_1936644,Suco,3,9.0,27.0,Pix,ERROR,2023-01-28
TXN_4293694,Refrigerante,5,8.0,40.0,Dinheiro,,2023-08-03
TXN_9469529,PastelDoce,2,12.0,24.0,,UNKNOWN,2023-08-09
TXN_2946861,UNKNOWN,3,UNKNOWN,ERROR,UNKNOWN,,2023-03-28
TXN_7919609,DogSimples,ERROR,12.0,36.0,,NoLocal,2023-01-31
TXN_7692019,Suco,3,9.0,27.0,,NoLocal,2023-10-14
TXN_7677750,Hamburguer,2,1.5,,Dinheiro,Viagem,2023-12-24
TXN_9799633,Suco,4,9.0,36.0,Dinheiro,NoLocal,2023-11-07
TXN_4252036,DogSimples,2,12.0,24.0,Dinheiro,Viagem,2023-01-22
TXN_6637989,Refrigerante,1,8.0,8.0,Dinheiro,,2023-11-09
TXN_2860514,Batata,5,10.0,50.0,Credito,,2023-09-01
TXN_4143449,Refrigerante,3,8.0,24.0,Pix,,2023-08-23
TXN_1499208,,1,4.0,4.0,Dinheiro,Viagem,2023-11-01
TXN_1960599,PastelSalgado,4,13.5,54.0,Dinheiro,,2023-01-06
TXN_1184377,Suco,1,UNKNOWN,UNKNOWN,Dinheiro,,2023-10-25
TXN_6995795,DogCompleto,4,15.0,60.0,,NoLocal,2023-11-28
TXN_7805508,Refrigerante,5,8.0,40.0,,NoLocal,2023-07-10
TXN_6193929,Suco,5,9.0,45.0,ERROR,Viagem,2023-06-20
TXN_1942950,DogSimples,4,12.0,48.0,,Viagem,2023-03-25
TXN_9759221,PastelDoce,3,,36.0,Dinheiro,Viagem,2023-06-23
TXN_1205522,PastelSalgado,5,13.5,67.5,,NoLocal,2023-12-26
TXN_7792223,Refrigerante,3,ERROR,UNKNOWN,Credito,,2023-07-21
TXN_7205370,Refrigerante,4,8.0,32.0,Dinheiro,,2023-12-07
TXN_9992148,Hamburguer,3,1.5,4.5,Dinheiro,Viagem,2023-01-14
TXN_6305420,Batata,3,10.0,30.0,,NoLocal,2023-06-17
TXN_9982090,Hamburguer,5,1.5,7.5,Pix,NoLocal,2023-06-03
TXN_6507690,Suco,,9.0,9.0,Pix,NoLocal,2023-01-30
TXN_8487057,Refrigerante,5,8.0,40.0,,Viagem,2023-06-01
